Person writing,"Type

(lack of type indicates no type to be used in TEI)

This is a legacy of our early TEI. We keep this information and keep encoding it in new documents for the sake of consistency. It has no searchability or relevance and wasn't implemented rigorously. What I mean is that categories and labels aren't very good, and because of the sprawl of annotations did not end up being applied consistently.",Key,"Name

This is the title/label of the one liner and should match the text preceding the colon in the write-up itself.","Write-up

The text preceding the colon in this column should match the text in the name/label column.

On this tab only, follow this format: ""Term: definition of geographic place or feature--in other words, WHAT it is. Then, discuss the historical/cultural/geographical importance, including any connection, if relevant, to story of Lone Woman and its key characters. Always include, when relevant, the Native American perspective; e.g., ""the homeland of XXX people.""","Sources & Notes

Wherever possible, the information in this column should be in the format of a citation rather than a single link. Full/formal citations are not necessary, but the goal should always be to allow someone else to follow the documentary/digital trail back to the item, whether or not its digital location has changed.",Latitude,Longitude
Rachel,"placeName type=""island""",#i_aleutian,Aleutian Islands,"Aleutian Islands: an archipelago located off the coast of southwest Alaska, including numerous volcanic islands varying in size. The Russians claimed the island chain in the eighteenth century. During the eighteenth and nineteenth centuries, the Aleut (or Unangax) people were conscripted into service of the Russian American Company as maritime hunters.","http://www.apiai.org/culture-history/history/

http://library.alaska.gov/hist/hist_docs/docs/anlm/53258364.pdf

http://en.wikipedia.org/wiki/Aleutian_Islands#Russian_period

http://www.britannica.com/EBchecked/topic/13935/Aleutian-Islands

http://geonames.usgs.gov/apex/f?p=gnispq:3:0::NO::P3_FID:1397822",54.184537,-165.557244
Rachel,"placeName type=""country""",#co_mexico,Alta California (Upper California),"Alta California (Upper California): a polity of the Viceroyalty of New Spain and after Mexican independence, a territory of Mexico.  In 1848, with the end of the Mexican-American War, the land comprising Alta California (present-day California, Nevada, Utah, and parts of Arizona, Colorado, New Mexico, and Wyoming) became part of the United States.  Spain claimed the territory, which was home to many politically and linguistically distinct indigenous peoples, in the sixteenth century, when Juan Rodriguez Cabrillo entered San Diego Bay.  It did not begin colonization efforts until the eighteenth century, however, when the first of what was to become 21 Franciscan missions was constructed under the direction of Junípero Serra.","http://www.britannica.com/EBchecked/topic/379167/Mexico/27355/Colonial-period-1701-1821

http://www.britannica.com/EBchecked/topic/379167/Mexico/27355/Colonial-period-1701-1821

http://memory.loc.gov/ammem/cbhtml/cbpeople.html

http://memory.loc.gov/ammem/cbhtml/cbspanis.html

http://memory.loc.gov/ammem/cbhtml/cbmissio.html",38.607275,-121.43618
Rachel,"placeName type=""region""",#re_upcal,Alta California (Upper California),"Alta California: a polity of the Viceroyalty of New Spain and after Mexican independence, a territory of Mexico.  In 1848, with the end of the Mexican-American War, the land comprising Alta California (present-day California, Nevada, Utah, and parts of Arizona, Colorado, New Mexico, and Wyoming) became part of the United States.  Spain claimed the territory, which was home to many politically and linguistically distinct indigenous peoples, in the sixteenth century, when Juan Rodriguez Cabrillo entered San Diego Bay.  It did not begin colonization efforts until the eighteenth century, however, when the first of what was to become 21 Franciscan missions was constructed under the direction of Junípero Serra.",,36.6,-121.9
Rachel,"placeName type=""region""",#re_local,California under Mexican Rule,"Alta California: a polity of the Viceroyalty of New Spain and after Mexican independence, a territory of Mexico.  In 1848, with the end of the Mexican-American War, the land comprising Alta California (present-day California, Nevada, Utah, and parts of Arizona, Colorado, New Mexico, and Wyoming) became part of the United States.  Spain claimed the territory, which was home to many politically and linguistically distinct indigenous peoples, in the sixteenth century, when Juan Rodriguez Cabrillo entered San Diego Bay.  It did not begin colonization efforts until the eighteenth century, however, when the first of what was to become 21 Franciscan missions was constructed under the direction of Junípero Serra.","http://memory.loc.gov/ammem/cbhtml/cbmexico.html

http://memory.loc.gov/ammem/cbhtml/cbstates.html",33.000547,-116.025449
EA,"placeName type=""city""",#ci_altadena,Altadena,"Altadena, California: an unincorporated area in Los Angeles County.",http://ceo.lacounty.gov/forms/Unincorp%20Alpha%20Web.pdf,34.1886,-118.1347
EA,placeName,#alto,Alto,"Alto: a census-designated area in Marin County, California. Also called Blithedale, Alto had a population of 711 as of 2010.",http://geonames.usgs.gov/apex/f?p=gnispq:3:::NO::P3_FID:218191 http://www.census.gov/2010census/popmap/ipmtext.php?fl=06:0601416,37.904444,-122.525556
EA,"placeName type=""region""",#re_amfork,American Fork,"American Fork: refers to either the North Fork or the South Fork of the American River. Many miners settled near the South Fork because gold was found nearby, but the North Fork remained relatively undeveloped due to the difficulty of transporting equipment through the surrounding canyon.",http://www.theamericanriver.com/rivers/south-fork-american-river/ http://www.theamericanriver.com/rivers/north-fork-american-river/,40.384167,-111.791944
EA,placeName,#americanhotel,American Hotel,"American Hotel: a hotel in Panama City, Panama, where American travelers stayed while crossing the Panama Canal. Many guests were appalled by the lack of modern conveniences in the hotel, such as restroom facilities. In 1850, the rate was $2 a day.",http://www.sfcityguides.org/public_guidelines.html?article=351&submitted=TRUE&srch_text=&submitted2=&topic=San%20Francisco%20Characters,8.983,-79.517
EA,"placeName type=""region""",#re_american,American River,"American River: a river in California that flows through Sacramento, Placer, and El Dorado counties. The Nisanan people lived on this land for thousands of years before miners arrived in the mid-1800s.","http://www.arconservancy.org/site/c.psKZL3PFLrF/b.6448653/k.7594/History_of_the_Wakamatsu_Tea_and_Silk_Colony_Farm_at_941_Cold_Springs_Road_Placerville_California.htm
http://geonames.usgs.gov/apex/f?p=gnispq:3:::NO::P3_FID:254562",38.5975,-121.508056
Rachel,"placeName type=""island""",#i_an,Anacapa Island,"Anacapa Island: a volcanic island comprised of three smaller islets located off the southern coast of California and the closest Southern California Channel Island to the mainland. Used as fishing and hunting grounds by the Chumash, it was first documented by Juan Rodríguez Cabrillo in 1542. During the nineteenth century, the island was used for sheep grazing. Anacapa is currently the most visited island of the Channel Islands National Park.","""Anacapa Island History and Culture."" National Parks Service. Accessed January 18, 2017. https://www.nps.gov/chis/learn/historyculture/anacapaisland.htm.
 United States. National Park Service. ""Channel Islands National Park---American Latino Heritage: A Discover Our Shared Heritage Travel Itinerary."" National Parks Service. Accessed January 18, 2017. https://www.nps.gov/nr/travel/american_latino_heritage/channel_islands_national_park.html.
",34.006093,-119.403684
EA,placeName,#anacapa,Anacapa Street,"Anacapa Street: a street in Santa Barbara, California, that points in the direction of Anacapa Island, an island now part of the Channel Islands National Park. Anacapa is derived from the Chumash name Anypakh, which means a deception in appearance or a mirage.",http://www.sboutdoors.com/street-names.html https://www.nps.gov/chis/planyourvisit/anacapa.htm,34.413838,-119.688804
EA,"placeName type=""city""",#ci_andover,Andover,"Andover: a town approximately twenty-three miles north of Boston. It is known for being the home of Phillips Academy, a prestigious preparatory school, which also houses a Museum of Archaeology.",http://andoverma.gov/about/,42.6583,-71.1375
EA,"placeName type=""region""",#re_ant,Antarctica,"Antarctica: the southernmost continent on Earth, Antarctica has never supported sustained human habitation. Since the 1820s, many countries have established year-round and seasonal outposts there for scientific research, but it has continued to be a place relatively isolated from civilization.",https://www.cia.gov/library/publications/the-world-factbook/geos/ay.html,-76.244099,16.493365
EA,"placeName type=""country""",#co_arg,Argentina,"Argentina: a country comprising most of southern South America. Originally home to many groups of indigenous people, most notably the Diaguita and Guarani, Argentina was first settled by the Spanish in 1536. The country declared its independence from Spain in 1816, and Argentine nationals were instrumental in similar revolutions in several other South American countries. A military junta took control of the country in 1976, but democracy was restored after the failure of the Falklands Islands War of 1982.",https://www.cia.gov/library/publications/the-world-factbook/geos/ar.html http://academic.eb.com/EBchecked/topic/33657/Argentina http://www.geographia.com/argentina/history.htm,-35.30858,-66.278105
EA,"placeName type=""state""",#st_az,Arizona,"Arizona: the forty-eighth state of the United States, which it joined in 1912. Its borders include the homelands of many Native people, including the Navajo and Hopi. Native resistance to land incursions were effectively suppressed by 1886, paving the way for white settlement.",http://azgovernor.gov/AZSpotlight/Kids_History.asp,34.340263,-111.745472
EA,"placeName type=""region""",#re_arkriver,Arkansas River,"Arkansas River: the sixth largest river in the United States and a tributary of the Mississippi River. It begins near Leadville, Colorado, and goes through the Rockies and Great Plains.",http://fotar.org/the-river/,33.875,-91.109
EA,"placeName type=""state""",#st_ar,Arkansas,"Arkansas: the twenty-fifth state of the United States, which it joined in 1836. Arkansas is the home territory of the Quapaw, Osage, Caddo, and Tunica peoples. Before the Civil War, the majority of Arkansas settlers were small-scale farmers.",http://www.arkansas.com/things-to-do/history-heritage/making-state/,34.7361,-92.3311
EA,placeName [no type],#arling,Arlington,"Arlington: a luxury hotel located on State Street in Santa Barbara, California. Though the original hotel burned down in 1909, a second hotel was built in 1911, which was badly damaged by an earthquake in 1925. The hotel was later torn down and replaced by the Arlington Theater, which opened in 1931.",http://www.keyt.com/news/on-this-date-in-1909-the-arlington-hotel-burnt-to-the-ground/21489000 http://projects.eri.ucsb.edu/sb_eqs/1925/arlington.html https://www.edhat.com/site/tidbit.cfm?nid=34140,34.424564,-119.706469
EA,"placeName type=""region""",#re_abu,Arroyo Burro ,Arroyo Burro: a six-mile stream that begins at the head of Barger Canyon and travels to the Santa Barbara Channel. It is also known as San Roque Creek.,http://geonames.usgs.gov/apex/f?p=136:3:0::NO:3:P3_FID:269585 http://cosb.countyofsb.org/parks/parks02.aspx?id=7942,34.40295,-119.743967
EA,"placeName type=""region""",#re_ase,Arroyo Seco,Arroyo Seco: watershed in Southern California that flows from the San Gabriel Mountains to Los Angeles. It is part of the homeland of the Gabrielino (Tongva) people.,http://www.arroyoseco.org/watershed.htm,34.0444,-118.1333
EA,"placeName type=""region""",#re_arroyo,Arroyo Sequit,"Arroyo Sequit: stream in the Santa Monica mountains of Los Angeles County that travels towards the Pacific Ocean. Variant spellings of this place include Arroyo Sequet, Arroyo Siquet, and Arroyo Siquis.","http://geonames.usgs.gov/apex/f?p=136:3:0::NO:3:P3_FID,P3_TITLE:255305,Arroyo%20Sequit",34.084444,-118.886667
EA,"placeName type=""city""",#ci_ashland,Ashland,Ashland: a city located in northern Wisconsin on Lake Superior. The area is part of the Ojibwa homeland. French traders arrived around 1659 and a Jesuit mission was founded in 1665. The town of Ashland was settled in 1854 and incorporated in 1887.,http://academic.eb.com/levels/high/article/9840 http://www.u-s-history.com/pages/h2637.html,46.581053,-90.869228
Rachel,"placeName type=""region""",#re_asia,Asia,"Asia: a central destination of the maritime fur trade during the eighteenth and early nineteenth centuries. Canton, China was the principal point of entry for California furs, as well as many other Pacific goods.","gleaned largely from articles in the archive

http://en.wikipedia.org/wiki/Sea_otter

http://www.otterproject.org/about-sea-otters/natural-history/",27.526245,106.023263
EA,placeName [no type],#asucs,Asucsagna,"Asucsagna: a former Gabrielino (Tongva) settlement located at Azuca in Los Angeles County, California. Its more common name is Azucsagna, as it was called by the Smithsonian Bureau of Ethnology.","http://geonames.usgs.gov/apex/f?p=136:3:0::NO::P3_FID,P3_TITLE:1732510,Azucsagna%20(historical)",34.133611,-117.9075
EA,"placeName type=""region""",#re_agrant,Austin's Grant,"Austin's Grant: refers to the area of land in Texas granted to Moses Austin (and later his son, Stephen). With the permission of the government of the eastern portion of the Provincias Internas, 300 families settled this area in 1821.",https://www.tshaonline.org/handbook/online/articles/ugm01,29.415716,-98.529561
EA,placeName [no type],#awigna,Awigna,"Awigna: a former Gabrielino (Tongva) settlement near present-day La Puente in the San Gabriel Valley of Los Angeles County, California. Its name has many possible variations, including Ahwingna, Awigana, and Awizna.",http://www.tongvapeople.org/?page_id=696,34.02,-117.949444
EA,"placeName type=""region""",#re_baja,Baja California,"Baja California (Lower California): a province of the Viceroyalty of New Spain and after Mexican independence, a territory of Mexico.  Its land included the Baja California Peninsula.  Seventeen missions to convert the indigenous people of the peninsula were founded by the Jesuits and then, in the late eighteenth century, taken over by the Dominican order. Today, Baja California refers to two states in the Republic of Mexico, Baja California Norte and Baja California Sur.",http://www.bajacalifornia.gob.mx/portal/nuestro_estado/historia/baja_california.jsp http://www.bajacalifornia.gob.mx/portal/nuestro_estado/historia/la_independencia.jsp,32.011469,-116.759725
EA,"placeName type=""city""",#ci_bk,Bangkok,"Bangkok: the capital and primary cultural center of Thailand located on the Chao Phraya River. In 1782, Rama I moved the royal court to the east bank of the Chao Phraya, making Bangkok the capital of the country. In 1971, the city on the east bank (Krung Thep) and the city on the west bank (Thon Buri) were united, merging into the larger city of Krung Thep Maha Nakhon (Bangkok Metropolis).",http://academic.eb.com/levels/high/article/109395 http://www.comohotels.com/metropolitanbangkok/destination-guide/history,13.773798,100.593234
EA ,,#ci_ba,Barrow,"Barrow: the northernmost city in the United States. Barrow is located on the Chukchi Sea coast of Alaska. Its traditional name is Ukpeagvik, meaning ""the place where snowy owls are hunted.""",http://www.cityofbarrow.org,71.2956,-156.7664
EA,"placeName type=""region""",#re_bear,Bear River,"Bear River: the longest river in the western hemisphere never reaching the ocean. The Bear River passes through Idaho, Utah, and Wyoming and is the largest tributary to the Great Salt Lake. The original inhabitants of the River Valley were the Fremont (700-1300 CE) and Shoshone, but French-Canadian trappers arrived in the early 1800s, and settlers arrived by 1864.",http://www.bearriverinfo.org/htm/bear-river-watershed-description http://www.boxeldercounty.org/bear-river-history.htm,41.700633,-112.104582
EA,"placeName type=""region""",#re_johnrock,John Begg's Rock,"Begg’s Rock: a 15-foot-tall rock located eight miles northwest of San Nicolas Island. It is named after the <i>John Begg</i>, a ship that hit a nearby rock in 1824. Today, Begg Rock is a popular scuba diving destination.",http://geonames.usgs.gov/apex/f?p=136:3:0::NO:3:P3_FID:1662270 https://en.wikipedia.org/wiki/Begg_Rock,33.299595,-119.549641
EA,"placeName type=""country""",#co_bel,Belgium,"Belgium: a country in Western Europe bordered by the North Sea, France, and the Netherlands. It did not gain its independence from the Netherlands until 1830 and was invaded by Germany during World War I and II.",https://www.cia.gov/library/publications/the-world-factbook/geos/be.html,50.555037,4.470713
EA,"placeName type=""city""",#ci_ben,Benicia,"Benicia: a town founded in 1847 and located in California near the Carquinez Strait. Several schools were established in Benicia during the 1850s, which led it to be referred to as the ""Athens of California."" It was the state capital from 1853-54.",http://beniciahistoricalmuseum.org/athens-of-california-1850s/http://beniciahistoricalmuseum.org/the-city-of-benicia-is-born-1847/,38.06333,-122.156111
EA,"placeName type=""city""",#ci_berk,Berkeley,"Berkeley: a city on California's East Bay.  Berkeley is home to the University of California's flagship campus, one of the nation's premier universities.  In 2016, Berkeley had a population of approximately 100,000 people, nearly 40,000 of whom were enrolled in the university.",http://www.cityofberkeley.info/City_Manager/Home/AB__What_We_Do.aspx,37.8717,-122.2728
EA,"placeName type=""city""",#ci_ber,Berlin,"Berlin: the capital and royal residence of Prussia beginning in 1709 under King Friedrich I. During the nineteenth century, industrialism contributed to rapid growth in the city; by 1871, Berlin and its suburbs had over 900,000 inhabitants.",http://www.berlin.de/berlin-im-ueberblick/geschichte/koenigliche_hauptstadt.en.html,52.5167,13.3833
EA,"placeName type=""region""",#re_bigdog,Big Dog Cave,"Big Dog Cave: the site of important archaeological discoveries on San Clemente Island, including the remains of human and animal burials.",http://www.pcas.org/Vol36N1/9Hardy.pdf,32.901043,-118.501803
EA,"placeName type=""city""",#ci_belle,Billerica,"Billerica: a town twenty-four miles northwest of Boston. Until the 1850s, the town had approximately 10,000 residents and an agriculturally-based economy.",http://www.billericanews.com/news/history.htm,42.5583,-71.2694
EA,placeName,#biltmore,Biltmore,"Biltmore: a luxury hotel in Santa Barbara, California, that opened in 1927. Originally part of the Biltmore Hotels group, it is now owned by the Four Seasons. The Coral Casino, an elite social club, was founded at the hotel in 1937.",https://en.wikipedia.org/wiki/Santa_Barbara_Biltmore http://www.coralcasinoclub.com/index.php?option=com_content&view=article&id=1,34.417562,-119.642138
Rachel,placeName [no type],#blcave,Black Cave,"Black Cave: a fictional cave on the Island of the Blue Dolphins in Scott O'Dell's 1960 novel. Here, Karana discovers the remains of her ancestors, though the significance of this place in her people's history has been forgotten.",,33.249984,-119.502087
EA,"placeName type=""region""",#re_bp,Black Point,"Black Point: the headquarters for the commandant of nearby Fort Point located in the San Francisco Bay area. Today, it is incorporated with the area of Green Point and remains a relatively rural area, with a population of 1,306 in 2010.",http://www.census.gov/geo/maps-data/data/docs/gazetteer/2010_place_list_06.txt,37.807689,-122.427172
EA,"placeName type=""city""",#ci_bodega,Bodega,"Bodega: area located in Sonoma County, California. The Bodega Bay area was first inhabited by the Miwok and Pomo peoples. Russian fur traders, who constructed Fort Ross twenty-four miles north of the bay, were the first European settlers in the region.",http://www.bodegabay.com/visitor-info/map-and-area-history/212-bodega-bay-area-history-200-years-of-change,38.3453,-122.9739
EA,"placeName type=""city""",#ci_bo,Boston,"Boston: Massachusetts city founded in 1630. Due to its deep harbor and convenient location, it became a large center of sea-based commerce, becoming the richest and largest city in the American colonies. The New England port was so central to the Northwest Trade of the late eighteenth and early nineteenth centuries, in which otter pelts loomed large, that in parts of the Pacific Northwest, all American seamen, regardless of their home ports, became known as ""Boston men.""",http://www.cityofboston.gov/visitors/about/trivia.asp,42.358056,-71.06361
Sydney,"placeName type=""region""",#re_botanybay,Botany Bay,"Botany Bay: located in Sydney, Australia, and originally named Stingray Harbour by James Cook in 1770. The British planned to use this site as their first penal colony to exile prisoners.",http://www.historyaustralia.org.au/ifhaa/history/botanybay.htm http://www.gnb.nsw.gov.au/place_naming/placename_search/extract?id=MnjLoesE,-33.992391,151.177627
Sydney,"placeName type=""region""",#re_botanybay,Botany Bay,"Botany Bay: located in Sydney, Australia, and originally named Stingray Harbour by James Cook in 1770. The British planned to use this site as their first penal colony to exile prisoners.",http://www.historyaustralia.org.au/ifhaa/history/botanybay.htm http://www.gnb.nsw.gov.au/place_naming/placename_search/extract?id=MnjLoesE,-33.984654,151.179957
Sydney,placeName [no type],#branch,Branch's Ranch,"Branch's Ranch: 17,000-acre ranch located eight miles from Pismo Beach in the central coast area of California. The ranch belonged to Francis Ziba Branch, a sea otter hunter who requested a land grant from the Mexican government in 1837.","Saari, David J. Francis Ziba Branch: A California Pioneer from New York, 1802-1874. San Luis Obispo, CA: Central Coast, 2009. PDF. http://richardnoble.com/oldsite/ancestors/branchbook.pdf",35.137788,-120.623044
Sydney,placeName [no type],#branch,Branch's Ranch,"Branch's Ranch: 17,000-acre ranch located eight miles from Pismo Beach in the central coast area of California. The ranch belonged to Francis Ziba Branch, a sea otter hunter who requested a land grant from the Mexican government in 1837.","Saari, David J. Francis Ziba Branch: A California Pioneer from New York, 1802-1874. San Luis Obispo, CA: Central Coast, 2009. PDF.    http://richardnoble.com/oldsite/ancestors/branchbook.pdf",35.137788,-120.623044
EA,"placeName type=""city""",#bridgeport,Bridgeport,"Bridgeport, Connecticut: a city located in Connecticut on the Long Island Sound. Traditionally occupied by the Pequot, the area was first settled by Europeans in 1639. Bridgeport was incorporated as a city in 1836. P. T. Barnum, the famous showman, was a resident of Bridgeport and served as its mayor from 1875-76.",http://www.u-s-history.com/pages/h2304.html http://academic.eb.com/levels/high/article/16426 https://www.accessgenealogy.com/native/connecticut-indian-tribes.htm,41.193467,-73.191294
EA,"placeName type=""region""",#re_britline,British line,"British line: refers to the international boundary line that divides the continental United States and Canada. Historically, this line was extremely contentious (particularly in the western part of the United States) because many Americans questioned the legitimacy of British surveying methods. This resulted in land disputes which were settled by treaties.",http://www.jstor.org/stable/197188?seq=2#page_scan_tab_contents http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=SFC18961018.2.200&e=-------en--20--1--txt-txIN-------#,49.031296,-100.829409
EA,"placeName type=""island""",#i_buenport,Bueno Porto Island,Bueno Porto Island: refers to Santa Catarina Island off the coast of Brazil. Bueno Porto was a creek on the island in which ships could anchor to find respite from heavy winds. The explorer Juan Rodríguez Cabrillo had a shelter here.,http://darwin-online.org.uk/converted/Ancillary/BeagleLibrary/1798-9_LaPerouse_A801.03.html,-27.45216,-48.479888
EA,"placeName type=""county""",#co_bunc,Buncombe County,"Buncombe County: a county in western North Carolina; Asheville is the county seat. Although originally the home of the Cherokee, settlers named it after Revolutionary War hero Col. Edward Buncombe. Established in 1792, the county's boundaries included most of western North Carolina, where about 1,000 people lived. By 1850, its economy was mostly based on the drover trade (driving animals from the West to market). Today, the county is a major tourist center due to its location in the Appalachian Mountains.",http://www.buncombecounty.org/about-bc/buncombe-government/synopsis-i.aspx http://www.buncombecounty.org/about-bc/buncombe-government/synopsis-ii.aspx,35.61,-82.53
Rachel,"placeName type=""city""",#ci_burtons,Burton Mound,"Burton Mound: originally a vibrant Chumash village, the area became part of Mission Santa Barbara during the Spanish period. Following secularization of the missions, the land was eventually sold to Joseph Chapman, who built an adobe that was occupied by George Nidever and his family during the 1840s. 1851, Nidever sold the home to Augustus F. Hinchman, who in turn sold it to Lewis T. Burton, whose name became associated with the site. During the early twentieth century, a hotel was built on the property, but it burned to the ground in 1921. At this point, archaeological excavation was conducted in the area under the direction of John P. Harrington. Today, a plaque notes marks Burton Mound as California Registered Historical Landmark No. 306.","http://www.independent.com/news/2009/aug/01/where-was-burton-mound/

https://books.google.com/books?id=p2WrAAAAIAAJ&pg=PA386&lpg=PA386&dq=burton+mound+chapala+street&source=bl&ots=iTAy29_xVx&sig=8wHHx5Y6S8KUMzhISDXBRjzIPrs&hl=en&sa=X&ei=waVeVY_uONL4yQSprID4DQ&ved=0CDIQ6AEwAw#v=onepage&q=burton%20mound%20chapala%20street&f=false
",34.411072,-119.692092
EA,placeName [no type],#bushst,Bush Street,"Bush Street: a street in San Francisco, California where a musical hall and theater were located. At this musical hall, the Lone Woman's dress was displayed as part of a curiosity exhibit in 1853. A fire erupted on the street in 1877 but did not cause much damage.",http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=DAC18770421.2.22 http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=DAC18811019.2.20,37.7906,-122.403
EA,"placeName type=""county""",#co_butte,Butte County,"Butte County: a county in northern California that was part of the homeland of the Maidu. It was incorporated on February 18, 1850, and is named after Marysville or Sutter Buttes, which were within the county boundaries when established. The county seat is located in Oroville, and the county had a population of 224,301 in 2016.",http://www.counties.org/county-profile/butte-county http://www.downtownchico.com/history-timeline.htm,39.644855,-121.554381
EA,placeName [no type],#cabeug,Cabeugna,Cabeugna: a former Tongva (Gabrielino) village located near the San Fernando Mission in California (its precise location is unknown). Popular variations of the name include Cahuenga.,http://www.tongvapeople.org/?page_id=696,34.16,-118.326111
EA,"placeName type=""city""",#ci_cah,Cahuenga,Cahuenga: a former Tongva (Gabrielino) village located near the San Fernando Mission in California (its precise location is unknown). Popular variations of the name include Cabuenga.,http://www.tongvapeople.org/?page_id=696,34.16,-118.462428
