Person writing,"Type

(lack of type indicates no type to be used in TEI)

This is a legacy of our early TEI. We keep this information and keep encoding it in new documents for the sake of consistency. It has no searchability or relevance and wasn't implemented rigorously. What I mean is that categories and labels aren't very good, and because of the sprawl of annotations did not end up being applied consistently.",Key,"Name

This is the title/label of the one liner and should match the text preceding the colon in the write-up itself.","Write-Up

The text preceding the colon in this column should match the text in the name/label column.","Sources & Notes

Wherever possible, the information in this column should be in the format of a citation rather than a single link. Full/formal citations are not necessary, but the goal should always be to allow someone else to follow the documentary/digital trail back to the item, whether or not its digital location has changed."
source notes work,"orgName type=""publication""",#chicagoblade,Chicago Blade,N/A,
,"orgName type=""publication""",#chichr,Chicago Chronicle,N/A,
source notes work,"orgName type=""publication""",#chicagodailytrib,Chicago Daily Tribune,N/A,
source notes work,"orgName type=""publication""",#chicagoheights,Chicago Heights Star,N/A,
,"orgName type=""publication""",#chicagorecord,Chicago Record,N/A,
,orgName [no type],#csd,Children's Service Division,N/A,
,"orgName type=""company""",#casteam,China and Australia Steamship Company,N/A,
,"orgName type=""nativeamericantribes""",#natam_chockrelatan,Chockrelatan,N/A,
,"orgName type=""nativeamericantribes""",#natam_choctaw,Choctaw,N/A,
,"orgName type=""nativeamericantribes""",#natam_choemimnees,Choemimnees,N/A,
,"orgName type=""nativeamericantribes""",#natam_chokimanves,Chokimanves,N/A,
,"orgName type=""publication""",#christianadvocate,Christian Advocate and Journal,N/A,
source notes work,"orgName type=""publication""",#christianscimon,Christian Science Monitor,N/A,
source notes work,"orgName type=""publication""",#christianunion,Christian Union,N/A,
,"orgName type=""nativeamericantribes""",#natam_chulpun,Chulpun,N/A,
,"orgName type=""publication""",#cincommtri,Cincinnati Commercial Tribune,N/A,
source notes work,"orgName type=""publication""",#cincienq,Cincinnati Enquirer,N/A,
,"orgName type=""publication""",#cts,Cincinnati Times Star,N/A,
,"orgName type=""musuem""",#mu_cincizoo,Cincinnati Zoological Gardens,N/A,
source notes work,"orgName type=""publication""",#coldspringsrec,Cold Springs Recorder,N/A,
,"orgName type=""nativeamericantribes""",#natam_colusas,Colusas,N/A,
,"orgName type=""nativeamericantribes""",#natam_comanche,Comanche,N/A,
,"orgName type=""military""",#mi_51ia,"Company A,Fifty-first Indiana Infantry",N/A,
,"orgName type=""military""",#mi_confederacy,Confederacy / Confederate Army,N/A,
publication information,"orgName type=""publisher""",#constitution,Constitution Publishing Co.,N/A,
,"orgName type=""nativeamericantribes""",#natam_copahs,Copahs,N/A,
,"orgName type=""institution""",#cornell,Cornell University,N/A,
,"orgName type=""publication""",#cornchr,Cornwall Chronicle,N/A,
,"orgName type=""publication""",#corsicana,Corsicana Daily Sun,N/A,
source notes work,"orgName type=""publication""",#cortlandnews,Cortland News,N/A,
,"orgName type=""nativeamericantribes""",#natam_costan,Costanoan (Ohlone),N/A,
,"orgName type=""nativeamericantribes""",#natam_cosulhenten,Cosulhenten,N/A,
,"orgName type=""nativeamericantribes""",#natam_cosumnies,Cosumnies,N/A,
,"orgName type=""publication""",#courant,Courant,N/A,
,"orgName type=""nativeamericantribes""",#natam_cowhuillas,Cowhuillas,N/A,
,orgName,#coyotepress,Coyote Press,N/A,
,orgName,#cranebarker,Crane & Barker,N/A,
,orgName [no type],#crash,"Crash, Inc.",N/A,
publication information,"orgName type=""publisher""",#crm,CRM Inc.,N/A,
,"orgName type=""nativeamericantribes""",#natam_crow,Crow Indians,N/A,
,"orgName type=""nativeamericantribes""",#natam_Cruzeno,Cruze&#241;o Chumash,N/A,
,"orgName type=""nativeamericantribes""",#natam_Cupenos,Cupe&#241;os,N/A,
,"orgName type=""publication""",#currentliterature,Current Literature,N/A,
source notes work,"orgName type=""publication""",#currents,Currents,N/A,
,"orgName type=""publication""",#dailyargusnews,Daily Argus News,N/A,
source notes work,"orgName type=""publication""",#dailycapj,Daily Capital Journal,N/A,
,"orgName type=""publication""",#dailydem,Daily Democrat,N/A,
source notes work,"orgName type=""publication""",#dailydemocraticstate,Daily Democratic State Journal,N/A,
source notes work,"orgName type=""publication""",#dailyeveningherald,Daily Evening Herald,N/A,
source notes work,"orgName type=""publication""",#dailyindependent,Daily Independent,N/A,
,"orgName type=""publication""",#dailymorningnews,"Daily Morning News (Savannah, Georgia)",N/A,
source notes work,"orgName type=""publication""",#batdnews,Daily News,N/A,
,"orgName type=""publication""",#dnai,Daily News and Independent,N/A,
source notes work,"orgName type=""publication""",#dailyok,Daily Oklahoman,N/A,
,"orgName type=""publication""",#dailypeople,Daily People,N/A,
source notes work,"orgName type=""publication""",#placertimes,Daily Placer Times and Transcripts,N/A,
,"orgName type=""publication""",#dailypress,Daily Press,N/A,
source notes work,"orgName type=""publication""",#dallasmorningnews,Dallas Morning News,N/A,
,"orgName type=""institution""",#in_dallaslibrary,Dallas Public Library,N/A,
,"orgName type=""publication""",#davmt,Davenport Morning Tribune,N/A,
,orgName [no type],#sking,Davis-King &amp; Associates,N/A,
,"orgName type=""publication""",#dawnjo,Dawn,N/A,
source notes work,"orgName type=""publication""",#dearbornindependent,Dearborn Independent,N/A,
,"orgName type=""publication""",#decaturdailyreview,Decatur Daily Review,N/A,
,"orgName type=""publication""",#democratandchronicle,Democrat and Chronicle,N/A,
,"orgName type=""publication""",#democraticherald,Democratic Herald,N/A,
,"orgName type=""publication""",#dempress,Democratic Press,N/A,
,orgName [no type],#dptanthro,Department of Anthropology [at Affiliated Colleges of UC],N/A,
,"orgName type=""government""",#gov_dptcalifornia,Department of California,N/A,
,"orgName type=""government""",#gov_deptinterior,Department of the Interior,N/A,
